id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-728,Problems in needs assessment data: Discrepancy analysis,Y.-F. Lee; J.W. Altschuld; J.L. White,2007,2007,Journal article,,http://web.archive.org/web/20220813052143/https://na.weshareresearch.com/resources/single-record/?pdb=728,Articles and Chapters,da,Evaluation and Program Planning,,https://doi.org/10.1016/j.evalprogplan.2007.05.005,258–266,30,3,,,http://web.archive.org/web/20220813052143/https://na.weshareresearch.com/resources/single-record/?pdb=728; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Lee"", ""author_0_given"": ""Y.-F."", ""issued_date_parts_0_0"": ""2007"", ""title"": ""Problems in needs assessment data: Discrepancy analysis"", ""type"": ""article-journal"", ""journal"": ""Evaluation and Program Planning"", ""volume"": ""30"", ""issue"": ""3"", ""page"": ""258–266"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1016/j.evalprogplan.2007.05.005"", ""url"": """", ""language"": ""da"", ""author_1_family"": ""Altschuld"", ""author_1_given"": ""J.W."", ""author_2_family"": ""White"", ""author_2_given"": ""J.L."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-780,Qualitative needs assessment: Healthcare experiences of underserved populations in Montgomery County,Pieh-Holder,2012,2012,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=780,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-742,Quality training: Needs and evaluation - findings from a European survey,B.P. Mathews; A. Ueno; T. Kekale; M. Repka; Z.L. Pereira,2001,2001,Journal article,,http://web.archive.org/web/20221006234403/https://na.weshareresearch.com/resources/single-record/?pdb=742,Articles and Chapters,en,Total Quality Management,,https://doi.org/10.1080/09544120123778,4–5 483–490,12,,,,http://web.archive.org/web/20221006234403/https://na.weshareresearch.com/resources/single-record/?pdb=742; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Mathews"", ""author_0_given"": ""B.P."", ""issued_date_parts_0_0"": ""2001"", ""title"": ""Quality training: Needs and evaluation - findings from a European survey"", ""type"": ""article-journal"", ""journal"": ""Total Quality Management"", ""volume"": ""12"", ""issue"": """", ""page"": ""4–5 483–490"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1080/09544120123778"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Ueno"", ""author_1_given"": ""A."", ""author_2_family"": ""Kekale"", ""author_2_given"": ""T."", ""author_3_family"": ""Repka"", ""author_3_given"": ""M."", ""author_4_family"": ""Pereira"", ""author_4_given"": ""Z.L."", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-624,Rapid analysis: Matching Solutions to Changing Situations,D. Brethower,1997,1997,Journal article,,http://web.archive.org/web/20221006234602/https://na.weshareresearch.com/resources/single-record/?pdb=624,Articles and Chapters,en,Performance Improvement,,https://doi.org/10.1002/pfi.4140361006,16–21,36,10,,,http://web.archive.org/web/20221006234602/https://na.weshareresearch.com/resources/single-record/?pdb=624; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Brethower"", ""author_0_given"": ""D."", ""issued_date_parts_0_0"": ""1997"", ""title"": ""Rapid analysis: Matching Solutions to Changing Situations"", ""type"": ""article-journal"", ""journal"": ""Performance Improvement"", ""volume"": ""36"", ""issue"": ""10"", ""page"": ""16–21"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/pfi.4140361006"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-674,Rapid needs assessment among HurricaneKatrina evacuees in metro-Denver,Ghosh,2007,2007,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=674,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Listing only,
reference-902,Rapid needs assessments for older adults in  disasters,J. Burnett; C.B. Dyer; S. Pickins,2007,2007,Journal article,,http://web.archive.org/web/20231004002944/https://na.weshareresearch.com/resources/single-record/?pdb=902,Articles and Chapters,en,Generations,,https://doi.org/10.1001/jama.296.5.576,10–15,31,4,,,http://web.archive.org/web/20231004002944/https://na.weshareresearch.com/resources/single-record/?pdb=902; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Burnett"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""2007"", ""title"": ""Rapid needs assessments for older adults in  disasters"", ""type"": ""article-journal"", ""journal"": ""Generations"", ""volume"": ""31"", ""issue"": ""4"", ""page"": ""10–15"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1001/jama.296.5.576"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Dyer"", ""author_1_given"": ""C.B."", ""author_2_family"": ""Pickins"", ""author_2_given"": ""S."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-629,Rapid needs assessments for older adults in disasters,J. Burnett; C.B. Dyer; S. Pickins,2007,2007,Journal article,,https://web.archive.org/web/20230607084523/https://na.weshareresearch.com/resources/single-record/?pdb=629,Articles and Chapters,en,Generations,,,10–15,31,4,,,https://web.archive.org/web/20230607084523/https://na.weshareresearch.com/resources/single-record/?pdb=629; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Burnett"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""2007"", ""title"": ""Rapid needs assessments for older adults in disasters"", ""type"": ""article-journal"", ""journal"": ""Generations"", ""volume"": ""31"", ""issue"": ""4"", ""page"": ""10–15"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Dyer"", ""author_1_given"": ""C.B."", ""author_2_family"": ""Pickins"", ""author_2_given"": ""S."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-915,Relating needs assessment. program development. implementation and evaluation,R. Kaufman; R.G. Stakenas; J.C. Wager; H. Mayer,1981,1981,Journal article,,https://web.archive.org/web/20250112200225/https://na.weshareresearch.com/resources/single-record/?pdb=915,Articles and Chapters,pt,Journal of Instructional Development,,https://doi.org/10.1002/hrdq.3920010411,17–26,4,4,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112200225/https://na.weshareresearch.com/resources/single-record/?pdb=915,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1981"", ""title"": ""Relating needs assessment. program development. implementation and evaluation"", ""type"": ""article-journal"", ""journal"": ""Journal of Instructional Development"", ""volume"": ""4"", ""issue"": ""4"", ""page"": ""17–26"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/hrdq.3920010411"", ""url"": """", ""language"": ""pt"", ""author_1_family"": ""Stakenas"", ""author_1_given"": ""R.G."", ""author_2_family"": ""Wager"", ""author_2_given"": ""J.C."", ""author_3_family"": ""Mayer"", ""author_3_given"": ""H."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-639,Re–thinking Training Needs Analysis: A Proposed Framework for,Chiu,1999,1999,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=639,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Listing only,
reference-903,Re–thinking Training Needs Analysis: A Proposed Framework for Literature Review,W. Chiu; D. Thompson; W. Mak; K.L. Lo,1999,1999,Journal article,,http://web.archive.org/web/20221006235606/https://na.weshareresearch.com/resources/single-record/?pdb=903,Articles and Chapters,en,Literature ReviewPersonnel Review,,https://doi.org/10.1108/00483489910249009,77–89,28,,,,http://web.archive.org/web/20221006235606/https://na.weshareresearch.com/resources/single-record/?pdb=903; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Chiu"", ""author_0_given"": ""W."", ""issued_date_parts_0_0"": ""1999"", ""title"": ""Re–thinking Training Needs Analysis: A Proposed Framework for Literature Review"", ""type"": ""article-journal"", ""journal"": ""Literature ReviewPersonnel Review"", ""volume"": ""28"", ""issue"": """", ""page"": ""77–89"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1108/00483489910249009"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Thompson"", ""author_1_given"": ""D."", ""author_2_family"": ""Mak"", ""author_2_given"": ""W."", ""author_3_family"": ""Lo"", ""author_3_given"": ""K.L."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-769,Selecting Needs Analysis Methods. Training and,J. Newstrom; M. Lillyquist,1979,1979,Journal article,,https://web.archive.org/web/20250112204459/https://na.weshareresearch.com/resources/single-record/?pdb=769,Articles and Chapters,en,Development Journal. Vol,,https://doi.org/10.1108/et.2001.00443had.003,52–56,33,ue 10,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112204459/https://na.weshareresearch.com/resources/single-record/?pdb=769,Reference details recovered,"{""author_0_family"": ""Newstrom"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""1979"", ""title"": ""Selecting Needs Analysis Methods. Training and"", ""type"": ""article-journal"", ""journal"": ""Development Journal. Vol"", ""volume"": ""33"", ""issue"": ""ue 10"", ""page"": ""52–56"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1108/et.2001.00443had.003"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Lillyquist"", ""author_1_given"": ""M."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-905,Self-assessed training needs: The effects of attitudes toward training managerial level  and function,Ford,1987,1987,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=905,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-704,September).  Needs assessment: More than questionnaires,Kaufman,1989,1989,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=704,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-909,Starting right,Hazucha,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=909,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-865,Strategic planning plus,R. Kaufman,1992,1992,Book,,https://web.archive.org/web/20230204212851/https://na.weshareresearch.com/resources/single-record/?pdb=865,Books,en,,Sage Publishing,,,,,,,https://web.archive.org/web/20230204212851/https://na.weshareresearch.com/resources/single-record/?pdb=865; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1992"", ""title"": ""Strategic planning plus"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Sage Publishing"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-792,technology requires more analysis,A. Rossett,2009,2009,Journal article,,http://web.archive.org/web/20220528164624/https://na.weshareresearch.com/resources/single-record/?pdb=792,Articles and Chapters,en,Military Simulations & Training,,https://doi.org/10.1596/27934,82–83,,ue. 6. Pp. 29-32.  Rossett. A,,,http://web.archive.org/web/20220528164624/https://na.weshareresearch.com/resources/single-record/?pdb=792; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Rossett"", ""author_0_given"": ""A."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""technology requires more analysis"", ""type"": ""article-journal"", ""journal"": ""Military Simulations & Training"", ""volume"": """", ""issue"": ""ue. 6. Pp. 29-32.  Rossett. A"", ""page"": ""82–83"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1596/27934"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-912,The Answer You Get Depends on Who (and What) you  ask,J.A. Jerabek; L. McMain,,,Journal article,,http://web.archive.org/web/20241214001413/https://na.weshareresearch.com/resources/single-record/?pdb=912,Articles and Chapters,en,Journal of Library Administration,,https://doi.org/10.1300/j111v37n03_08,387 – 395,37:03:00,,,,http://web.archive.org/web/20241214001413/https://na.weshareresearch.com/resources/single-record/?pdb=912; https://web.archive.org/web/20250624183937/https://na.weshareresearch.com/resources/articles/?listpage=11&instance=1,Reference details recovered,"{""author_0_family"": ""Jerabek"", ""author_0_given"": ""J.A."", ""issued_date_parts_0_0"": """", ""title"": ""The Answer You Get Depends on Who (and What) you  ask"", ""type"": ""article-journal"", ""journal"": ""Journal of Library Administration"", ""volume"": ""37:03:00"", ""issue"": """", ""page"": ""387 – 395"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1300/j111v37n03_08"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""McMain"", ""author_1_given"": ""L."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-871,The Assessment Book: Applied Strategic Thinking and Performance Improvement Through Self-Assessments,R. Kaufman; I. Guerra-Lopez; R. Watkins; D. Leigh,2008,2008,Book,,https://web.archive.org/web/20250426231931/https://na.weshareresearch.com/resources/single-record/?pdb=871,Books,en,,HRD Press,,,,,,,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/; https://web.archive.org/web/20250426231931/https://na.weshareresearch.com/resources/single-record/?pdb=871,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""The Assessment Book: Applied Strategic Thinking and Performance Improvement Through Self-Assessments"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""HRD Press"", ""publisher_place"": ""Amherst, MA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Guerra-Lopez"", ""author_1_given"": ""I."", ""author_2_family"": ""Watkins"", ""author_2_given"": ""R."", ""author_3_family"": ""Leigh"", ""author_3_given"": ""D."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-914,The Changing Corporate Mind: Organizations. vision. mission. purposes. and indicators on the move toward societal payoffs. Performance,R. Kaufman; M. Stith; D.And Watkins Triner; R.,1998,1998,Journal article,,http://web.archive.org/web/20221006224654/https://na.weshareresearch.com/resources/single-record/?pdb=914,Articles and Chapters,en,Improvement Quarterly,,https://doi.org/10.1111/j.1937-8327.1998.tb00098.x,32–34,11,3,,,http://web.archive.org/web/20221006224654/https://na.weshareresearch.com/resources/single-record/?pdb=914; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1998"", ""title"": ""The Changing Corporate Mind: Organizations. vision. mission. purposes. and indicators on the move toward societal payoffs. Performance"", ""type"": ""article-journal"", ""journal"": ""Improvement Quarterly"", ""volume"": ""11"", ""issue"": ""3"", ""page"": ""32–34"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1111/j.1937-8327.1998.tb00098.x"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Stith"", ""author_1_given"": ""M."", ""author_2_family"": ""Triner"", ""author_2_given"": ""D.And Watkins"", ""author_3_family"": """", ""author_3_given"": ""R."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-716,The Community Needs Assessment: Analyzing the Not-For-Profit Market”,N. King,1997,1997,Journal article,,https://web.archive.org/web/20221006235300/https://na.weshareresearch.com/resources/single-record/?pdb=716,Articles and Chapters,en,Nursing Homes,,https://doi.org/10.1093/acprof:royes/9780195368789.003.0004,23–26,46,2,,,https://web.archive.org/web/20221006235300/https://na.weshareresearch.com/resources/single-record/?pdb=716; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""King"", ""author_0_given"": ""N."", ""issued_date_parts_0_0"": ""1997"", ""title"": ""The Community Needs Assessment: Analyzing the Not-For-Profit Market”"", ""type"": ""article-journal"", ""journal"": ""Nursing Homes"", ""volume"": ""46"", ""issue"": ""2"", ""page"": ""23–26"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1093/acprof:royes/9780195368789.003.0004"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-621,The concept of social need,J. Bradshaw,1972,1972,Journal article,,http://web.archive.org/web/20250112213511/https://na.weshareresearch.com/resources/single-record/?pdb=621,Articles and Chapters,en,New Society,,https://doi.org/10.1007/978-3-319-94028-1_13,640–643,19-496,,,,http://web.archive.org/web/20250112213511/https://na.weshareresearch.com/resources/single-record/?pdb=621; https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1,Reference details recovered,"{""author_0_family"": ""Bradshaw"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""1972"", ""title"": ""The concept of social need"", ""type"": ""article-journal"", ""journal"": ""New Society"", ""volume"": ""19-496"", ""issue"": """", ""page"": ""640–643"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1007/978-3-319-94028-1_13"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-622,The Concept of Social Need,J. Bradshaw,1977,1977,Book,,https://web.archive.org/web/20240302004020/https://na.weshareresearch.com/resources/single-record/?pdb=622,Books,en,,Prentice Hall,,,,,,Gilbert N.; Specht,https://web.archive.org/web/20240302004020/https://na.weshareresearch.com/resources/single-record/?pdb=622; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Bradshaw"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""1977"", ""title"": ""The Concept of Social Need"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Prentice Hall"", ""publisher_place"": ""Engelwood Cliffs, NJ"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Gilbert"", ""editor_0_family"": ""N."", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": ""Specht"", ""photo"": """"}"
reference-838,The concepts of learning and need in adult education,H. Wiltshire,1973,1973,Journal article,,http://web.archive.org/web/20250112205141/https://na.weshareresearch.com/resources/single-record/?pdb=838,Articles and Chapters,en,Studies in Adult Education,,https://doi.org/10.1080/02660830.1973.11730701,26– 30,5.1,,,,http://web.archive.org/web/20250112205141/https://na.weshareresearch.com/resources/single-record/?pdb=838; https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1,Reference details recovered,"{""author_0_family"": ""Wiltshire"", ""author_0_given"": ""H."", ""issued_date_parts_0_0"": ""1973"", ""title"": ""The concepts of learning and need in adult education"", ""type"": ""article-journal"", ""journal"": ""Studies in Adult Education"", ""volume"": ""5.1"", ""issue"": """", ""page"": ""26– 30"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1080/02660830.1973.11730701"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-654,The importance of training needs analysis,S. Denby,2010,2010,Journal article,,https://web.archive.org/web/20220528162700/https://na.weshareresearch.com/resources/single-record/?pdb=654,Articles and Chapters,en,Industrial and Commercial Training,,https://doi.org/10.1108/00197851011038132,147–150,42,3,,,https://web.archive.org/web/20220528162700/https://na.weshareresearch.com/resources/single-record/?pdb=654; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Denby"", ""author_0_given"": ""S."", ""issued_date_parts_0_0"": ""2010"", ""title"": ""The importance of training needs analysis"", ""type"": ""article-journal"", ""journal"": ""Industrial and Commercial Training"", ""volume"": ""42"", ""issue"": ""3"", ""page"": ""147–150"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1108/00197851011038132"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-804,The influence of perceived constraints during needs assessment on design conjecture,J.Baaki Stefaniak; J. Hoard; B.; L. Stapleton,2018,2018,Journal article,,https://doi.org/10.1007/s12528-018-9173-5,Articles and Chapters,en,Journal Computers in High Educ,,https://doi.org/10.1007/s12528-018-9173-5,55–71,30,,,,http://web.archive.org/web/20250624202000/https://na.weshareresearch.com/resources/single-record/?pdb=804; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Stefaniak"", ""author_0_given"": ""J.Baaki"", ""issued_date_parts_0_0"": ""2018"", ""title"": ""The influence of perceived constraints during needs assessment on design conjecture"", ""type"": ""article-journal"", ""journal"": ""Journal Computers in High Educ"", ""volume"": ""30"", ""issue"": """", ""page"": ""55–71"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1007/s12528-018-9173-5"", ""url"": ""https://doi.org/10.1007/s12528-018-9173-5"", ""language"": ""en"", ""author_1_family"": ""Hoard"", ""author_1_given"": ""J."", ""author_2_family"": """", ""author_2_given"": ""B."", ""author_3_family"": ""Stapleton"", ""author_3_given"": ""L."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
